,#,News Org,Created,Positive,Neutral,Negative,Compound,Tweet
401,1,@nytimes,Thu Mar 08 20:45:14 +0000 2018,0.0,1.0,0.0,0.0,"In Opinion

Op-Ed contributors John McCain and Angelina Jolie write, ""Around the world, there is profound concern t… https://t.co/INrpy9G6vp"
402,2,@nytimes,Thu Mar 08 20:44:41 +0000 2018,0.0,1.0,0.0,0.0,RT @amyfiscus: Here are the Facebook messages that a low-level Trump campaign aide in Florida unwittingly sent to Russian trolls https://t.…
403,3,@nytimes,Thu Mar 08 20:35:09 +0000 2018,0.052,0.948,0.0,0.0258,"A revamped TPP has been signed by Canada, Japan and 9 other nations. The U.S. had backed out of the sweeping trade… https://t.co/dlo4ZiiHTA"
404,4,@nytimes,Thu Mar 08 20:25:09 +0000 2018,0.299,0.62,0.08,0.6124,From everyone cares and everything matters to no one cares and nothing matters. Here are 25 songs that tell us wher… https://t.co/WrWO20bfRl
405,5,@nytimes,Thu Mar 08 20:15:14 +0000 2018,0.0,1.0,0.0,0.0,"RT @peterbakernyt: As aides head for the doors in record numbers, Trump increasingly relies on his own judgment, in effect operating a pres…"
406,6,@nytimes,Thu Mar 08 20:05:07 +0000 2018,0.0,0.866,0.134,-0.4754,"“It’s sort of disheartening at first to realize how much we humans are responsible,"" one MIT researcher said of fal… https://t.co/Is8MHKlM3C"
407,7,@nytimes,Thu Mar 08 20:02:56 +0000 2018,0.0,1.0,0.0,0.0,"In this commercial, see how The New York Times shines a light on women’s rights around the world… https://t.co/IYXFimC3RY"
408,8,@nytimes,Thu Mar 08 19:55:06 +0000 2018,0.0,1.0,0.0,0.0,"The sickle cell mutation arose 7,300 years ago in just one person in West Africa, scientists say. Its purpose: a sh… https://t.co/uvwLqD4yiI"
409,9,@nytimes,Thu Mar 08 19:45:06 +0000 2018,0.0,0.588,0.412,-0.743,"Despite ominous rumblings, a trade war is not inevitable. Here's why. https://t.co/VTWS84K9GR"
410,10,@nytimes,Thu Mar 08 19:35:03 +0000 2018,0.345,0.613,0.042,0.836,RT @TomJolly: A unique @nytimes special section coming Sunday devoted to  remarkable women who were overlooked in our obituaries - until no…
411,11,@nytimes,Thu Mar 08 19:25:06 +0000 2018,0.196,0.804,0.0,0.4404,"Michael B. Jordan says his company will adopt inclusion riders, the diversity effort championed by Frances McDorman… https://t.co/TWUvNJcIqX"
412,12,@nytimes,Thu Mar 08 19:15:11 +0000 2018,0.198,0.802,0.0,0.6369,RT @nytvideo: Today is International Women's Day. These are our best videos about women around the world: https://t.co/qcOdXNPcrh
413,13,@nytimes,Thu Mar 08 19:05:51 +0000 2018,0.0,1.0,0.0,0.0,"Here’s how @bxchen rated the Galaxy S9’s new features, using a series of AR Emoji https://t.co/UtoqDZpYSt https://t.co/Td3HZnYFsh"
414,14,@nytimes,Thu Mar 08 18:55:07 +0000 2018,0.0,0.741,0.259,-0.743,"Peter Thiel, Silicon Valley’s iconoclast, argues that the anger being turned on Facebook is less about Russia and m… https://t.co/M001mevhc5"
415,15,@nytimes,Thu Mar 08 18:45:07 +0000 2018,0.0,0.876,0.124,-0.34,RT @MaggieAstor: The Florida legislature passed its first gun control bill in years. Here's what's in it. https://t.co/NA0srjqxYA
416,16,@nytimes,Thu Mar 08 18:35:08 +0000 2018,0.073,0.927,0.0,0.128,"Adam Rippon: ""I kind of have a feeling that I’ve used the Olympics to get myself to meet the world"" https://t.co/jycpwaju5R"
417,17,@nytimes,Thu Mar 08 18:25:03 +0000 2018,0.176,0.714,0.11,0.296,Cigna struck a big deal for Express Scripts. Here's what it reveals about health care. https://t.co/fm175MQ0TQ
418,18,@nytimes,Thu Mar 08 18:15:07 +0000 2018,0.0,1.0,0.0,0.0,"RT @nytopinion: The next Standing Rock may be in Oregon, where the Klamath Tribes have joined with other Native American tribes to oppose a…"
419,19,@nytimes,Thu Mar 08 18:05:03 +0000 2018,0.0,1.0,0.0,0.0,"President Trump said he might spare close allies such as Canada, Mexico and Australia from the stiff new tariffs he… https://t.co/J4W0zK6fau"
420,20,@nytimes,Thu Mar 08 17:54:03 +0000 2018,0.0,1.0,0.0,0.0,RT @ckoettl: 1/8 Here’s how we used satellite images &amp; geographic data to find burned villages in the Democratic Republic of Congo. We comb…
421,21,@nytimes,Thu Mar 08 17:45:08 +0000 2018,0.099,0.741,0.16,-0.3612,President Trump said violent video games and movies may play a role in school shootings — a claim that has been rej… https://t.co/Oic9z5FW93
422,22,@nytimes,Thu Mar 08 17:35:07 +0000 2018,0.0,1.0,0.0,0.0,Clocks spring forward this weekend. Florida never wants them to fall back. https://t.co/tWqLL2Qooe
423,23,@nytimes,Thu Mar 08 17:27:00 +0000 2018,0.0,0.794,0.206,-0.6597,"Henrietta Lacks 1920-1951

Cancer cells were taken from her body without permission. They led to a medical revoluti… https://t.co/ahGsObOCRA"
424,24,@nytimes,Thu Mar 08 17:23:00 +0000 2018,0.115,0.763,0.122,-0.0516,"Qiu Jin 1875-1907

With her passion for wine and bomb making, Qiu Jin was unlike most women born in late 19th-centu… https://t.co/BkarOc1r1g"
425,25,@nytimes,Thu Mar 08 17:19:00 +0000 2018,0.128,0.872,0.0,0.3612,"Sylvia Plath 1932-1963

“Out of the ash
I rise with my red hair
And I eat men like air.” https://t.co/2BZvaJLlKW"
426,26,@nytimes,Thu Mar 08 17:15:01 +0000 2018,0.216,0.736,0.048,0.5994,"We are committed to doing better. We’ll be adding to this collection each week, as Overlooked becomes a regular fea… https://t.co/iRt1DJFcm4"
427,27,@nytimes,Thu Mar 08 17:12:35 +0000 2018,0.086,0.682,0.232,-0.4939,"Historically, distant conflicts have been difficult to analyze. But new technologies allow us to investigate them i… https://t.co/KQLgXtpJmj"
428,28,@nytimes,Thu Mar 08 17:05:08 +0000 2018,0.0,0.814,0.186,-0.6249,"We used NASA data, satellite imagery and video forensics to investigate a recent flare-up of violence in the Democr… https://t.co/kb4GS4GERK"
429,29,@nytimes,Thu Mar 08 16:55:10 +0000 2018,0.153,0.739,0.108,0.2263,"If you’re worried about the stock market, find someone to give you a hug. Let us explain. https://t.co/4fY0CMPQbY"
430,30,@nytimes,Thu Mar 08 16:45:17 +0000 2018,0.066,0.657,0.278,-0.7964,RT @SarahMaslinNir: Yeah the subways are bad. Have you tried riding the bus?  My story on what’s gone wrong as the city buses lose record r…
431,31,@nytimes,Thu Mar 08 16:30:17 +0000 2018,0.0,0.912,0.088,-0.2755,"""In my career, and I’ve been doing this since I was 14, I’ve never seen anything like this. So many more young peop… https://t.co/jJf19q2wln"
432,32,@nytimes,Thu Mar 08 16:15:16 +0000 2018,0.0,1.0,0.0,0.0,"RT @nytopinion: Trump's hires include people who confess to crimes, who are secretly operating as foreign agents, who allegedly beat their…"
433,33,@nytimes,Thu Mar 08 16:08:07 +0000 2018,0.105,0.673,0.222,-0.4854,An ex-Russian spy and his daughter are in critical but stable condition after being poisoned by a nerve agent in En… https://t.co/gUX0Uxm4YT
434,34,@nytimes,Thu Mar 08 16:00:22 +0000 2018,0.0,1.0,0.0,0.0,How to spend 36 hours in Auckland https://t.co/iMTInGZYN8
435,35,@nytimes,Thu Mar 08 15:46:03 +0000 2018,0.0,1.0,0.0,0.0,RT @nytpolitics: Robert Mueller has learned of two conversations in recent months in which President Trump asked key witnesses about matter…
436,36,@nytimes,Thu Mar 08 15:30:04 +0000 2018,0.0,1.0,0.0,0.0,"""I collected active-fire data from NASA — thermal anomalies, or hot spots, that are recorded daily. It showed dozen… https://t.co/86kdZT9vJt"
437,37,@nytimes,Thu Mar 08 15:16:03 +0000 2018,0.118,0.882,0.0,0.34,The Republican-controlled House plans to vote next week on legislation to beef up security at the nation's schools https://t.co/KspRcraIP6
438,38,@nytimes,Thu Mar 08 15:04:52 +0000 2018,0.0,0.939,0.061,-0.0258,"@NatalieOrnell This is just a start. We’ll be adding to this collection each week, as Overlooked becomes a regular… https://t.co/wIgq14YgOD"
439,39,@nytimes,Thu Mar 08 15:00:37 +0000 2018,0.0,1.0,0.0,0.0,Morning Briefing: Here's what you need to know to start your day https://t.co/LplSWO0gCH https://t.co/eGXYbEWLYF
440,40,@nytimes,Thu Mar 08 14:43:05 +0000 2018,0.0,1.0,0.0,0.0,RT @nytgraphics: Airports and cities around the Bay Area could be submerged in 80 years https://t.co/4WHKg5C4a2
441,41,@nytimes,Thu Mar 08 14:29:03 +0000 2018,0.0,0.789,0.211,-0.34,"Florida gun bill: What's in it, and what isn't https://t.co/WP3uMOood0"
442,42,@nytimes,Thu Mar 08 14:21:12 +0000 2018,0.0,0.758,0.242,-0.6249,The video shows a black man being Tasered and beaten during a confrontation with 2 white police officers who accuse… https://t.co/cj4LG0F1U1
443,43,@nytimes,Thu Mar 08 14:11:04 +0000 2018,0.0,0.763,0.237,-0.6369,"Feminist groups in Spain asked women to spend no money and to ignore chores for the day to go on a ""domestic"" strike https://t.co/Xq1ooSX9sg"
444,44,@nytimes,Thu Mar 08 14:00:29 +0000 2018,0.135,0.676,0.188,-0.2732,China pledged to hit back at the United States if it sets off a trade war https://t.co/3UuDGD2gjF
445,45,@nytimes,Thu Mar 08 13:44:04 +0000 2018,0.0,0.756,0.244,-0.6697,"New York City’s failing subways get a lot of attention. But its buses, which serve a more vulnerable population, ar… https://t.co/RhKDwRqBHN"
446,46,@nytimes,Thu Mar 08 13:31:04 +0000 2018,0.152,0.848,0.0,0.3612,Stormy Daniels was the topic du jour of late night comedy on Wednesday. A roundup: https://t.co/mg7cidxv1k
447,47,@nytimes,Thu Mar 08 13:20:02 +0000 2018,0.211,0.789,0.0,0.5859,President Trump dined at the ornate home of a prominent Washington lawyer with wealthy donors who are expected to p… https://t.co/Hs5DJf5S71
448,48,@nytimes,Thu Mar 08 13:08:00 +0000 2018,0.095,0.905,0.0,0.25,"Ida B. Wells 1862-1931

“Somebody must show that the Afro-American race is more sinned against than sinning, and it… https://t.co/iu4vU15aBD"
449,49,@nytimes,Thu Mar 08 13:04:00 +0000 2018,0.0,1.0,0.0,0.0,"Madhubala 1933-1969

Madhubala was barely 16 when she became a Bollywood superstar. And she was uninhibited for an… https://t.co/rjxSx8Tg5o"
450,50,@nytimes,Thu Mar 08 13:00:06 +0000 2018,0.0,1.0,0.0,0.0,"Since 1851, obituaries in The New York Times have been dominated by white men. Now, we're adding the stories of 15… https://t.co/DUv6REyUMJ"
451,51,@nytimes,Thu Mar 08 12:49:07 +0000 2018,0.0,1.0,0.0,0.0,Morning Briefing: Here's what you need to know to start your day https://t.co/PfZAmKU0Kz https://t.co/CBURYaUUF6
452,52,@nytimes,Thu Mar 08 12:41:05 +0000 2018,0.239,0.761,0.0,0.5719,"In Opinion

Op-Ed contributor Sylvie Kauffmann writes, ""Senior European officials admit that however good their coo… https://t.co/6mZLKkVzmj"
453,53,@nytimes,Thu Mar 08 12:30:16 +0000 2018,0.241,0.759,0.0,0.6908,"In two months, the United States plans to open a new embassy to fulfill Trump's recognition of Jerusalem as Israel'… https://t.co/UJkEf0Xo3b"
454,54,@nytimes,Thu Mar 08 12:19:04 +0000 2018,0.217,0.783,0.0,0.5719,"The United States has moved to allow hunters to import big-game trophies, including elephant tusks and lion hides,… https://t.co/LmyVoENHLl"
455,55,@nytimes,Thu Mar 08 12:11:04 +0000 2018,0.0,1.0,0.0,0.0,"President Trump is set to formalize tariffs on steel and aluminum imports, over the objections of more than 100 Rep… https://t.co/OiqBm3vxbD"
456,56,@nytimes,Thu Mar 08 11:59:06 +0000 2018,0.0,0.758,0.242,-0.6249,The video shows a black man being Tasered and beaten during a confrontation with 2 white police officers who accuse… https://t.co/BBaYD3JbnV
457,57,@nytimes,Thu Mar 08 11:50:00 +0000 2018,0.091,0.909,0.0,0.2263,@ChuBailiang Even those who thought that they had taken the full measure of Xi Jinping's ambition are surprised by… https://t.co/Mlz3e1e8wp
458,58,@nytimes,Thu Mar 08 11:45:04 +0000 2018,0.116,0.884,0.0,0.3612,"A group of 11 nations — including major U.S. allies like Japan, Canada and Australia — is set to sign a broad trade… https://t.co/kbxPa3e9X6"
459,59,@nytimes,Thu Mar 08 11:30:27 +0000 2018,0.0,1.0,0.0,0.0,Morning Briefing: Here's what you need to know to start your day https://t.co/uA0TR0tqy9 https://t.co/07nGM9rwNh
460,60,@nytimes,Thu Mar 08 11:15:06 +0000 2018,0.079,0.921,0.0,0.2263,Even those who thought that they had taken the full measure of Xi Jinpin's ambition are surprised by how fast he ha… https://t.co/R2YpFopJoY
461,61,@nytimes,Thu Mar 08 11:00:04 +0000 2018,0.0,1.0,0.0,0.0,These extraordinary women — and so many others — did not have obituaries in The New York Times. Until now. https://t.co/wXBoqxi2TZ
462,62,@nytimes,Thu Mar 08 10:47:06 +0000 2018,0.0,0.8,0.2,-0.6705,"Peter Madsen, who is said to have killed and dismembered journalist Kim Wall, goes on trial in Denmark https://t.co/Fp3E6IYchG"
463,63,@nytimes,Thu Mar 08 10:30:10 +0000 2018,0.105,0.817,0.078,0.1779,"RT @RorySmith: What struck me most about Juventus last night was that, in those last 15 minutes, Chiellini and Barzagli were definitely hav…"
464,64,@nytimes,Thu Mar 08 10:16:04 +0000 2018,0.0,0.889,0.111,-0.3875,"""The E.U. is concerned that behind it all, there are people in the U.S. administration that don't care that there m… https://t.co/dPxO0566Sx"
465,65,@nytimes,Thu Mar 08 09:59:08 +0000 2018,0.0,0.636,0.364,-0.4588,How to cut down on unwanted junk mail https://t.co/K4kUYQGmvK
466,66,@nytimes,Thu Mar 08 09:45:11 +0000 2018,0.124,0.876,0.0,0.4019,"Trump asked his former chief of staff, Reince Priebus, how his interview had gone with the special counsel’s invest… https://t.co/Exmmktzf6F"
467,67,@nytimes,Thu Mar 08 09:30:09 +0000 2018,0.0,0.783,0.217,-0.6908,"""This is being treated as a major incident involving attempted murder by administration of a nerve agent,"" said Bri… https://t.co/8nQVbAgnMb"
468,68,@nytimes,Thu Mar 08 09:14:08 +0000 2018,0.0,1.0,0.0,0.0,"The cells that eat, regurgitate and then re-eat your tattoos https://t.co/PUQV5Nd1IV"
469,69,@nytimes,Thu Mar 08 09:02:02 +0000 2018,0.183,0.817,0.0,0.4215,"President Trump asked key witnesses in the Russia inquiry about matters they discussed with the special counsel, ig… https://t.co/3Q0HLS2ni3"
470,70,@nytimes,Thu Mar 08 08:47:01 +0000 2018,0.249,0.751,0.0,0.6486,The excavation of Rome’s newest subway line has been the gift that keeps on giving for archaeologists https://t.co/pFdiUHTYKC
471,71,@nytimes,Thu Mar 08 08:32:07 +0000 2018,0.092,0.825,0.083,0.0516,"The U.S. will allow hunters to import big-game trophies, including elephant tusks and lion hides, acquired in certa… https://t.co/4NaALCmuNw"
472,72,@nytimes,Thu Mar 08 08:17:06 +0000 2018,0.0,0.769,0.231,-0.7845,RT @nytimesworld: “Will she also call on the crown prince to halt the shocking abuse of human rights in Saudi Arabia?” -- Jeremy Corbyn on…
473,73,@nytimes,Thu Mar 08 08:02:07 +0000 2018,0.116,0.81,0.074,0.296,Millions of women and children work as sex slaves in India. Meet the woman who has put her life at risk to rescue 2… https://t.co/FIEVspBiww
474,74,@nytimes,Thu Mar 08 07:58:15 +0000 2018,0.339,0.661,0.0,0.6249,"Listen, There’s a Smorgasbord of Great Carpets Out There https://t.co/Y9N95RI94Q"
475,75,@nytimes,Thu Mar 08 07:32:05 +0000 2018,0.0,1.0,0.0,0.0,"RT @nytopinion: Trump could hammer out a bipartisan deal for universal background checks, writes @NickKristof, but he's too afraid of the N…"
476,76,@nytimes,Thu Mar 08 07:01:35 +0000 2018,0.137,0.863,0.0,0.2263,"Serve it straight out of the oven, when it's at its puffiest https://t.co/XWvCigl1HA"
477,77,@nytimes,Thu Mar 08 06:45:12 +0000 2018,0.179,0.821,0.0,0.34,Contributing Op-Ed Writer: Why Europe Is Giving Up on Trump’s America https://t.co/2umlXtmadJ
478,78,@nytimes,Thu Mar 08 06:43:05 +0000 2018,0.379,0.621,0.0,0.891,RT @nytimesworld: “We had hoped that you — as someone we and many others have celebrated for your commitment to human dignity and universal…
479,79,@nytimes,Thu Mar 08 06:25:08 +0000 2018,0.0,0.951,0.049,-0.0772,"“I get a lot of ‘I feel sorry for your baby.’ Or, ‘Don’t you need to be at home with your baby?’ Or, ‘A mother not… https://t.co/ra1r4o25Ac"
480,80,@nytimes,Thu Mar 08 06:02:03 +0000 2018,0.0,0.857,0.143,-0.3291,"RT @katierogers: No regrets on the TV marathon, but: “I thought it was a teachable moment, that Americans can understand what this process…"
481,81,@nytimes,Thu Mar 08 05:41:03 +0000 2018,0.0,1.0,0.0,0.0,It is believed to be the oldest known message in a bottle ever recovered https://t.co/V3Oj3LFgAq
482,82,@nytimes,Thu Mar 08 05:21:02 +0000 2018,0.0,0.896,0.104,-0.2732,More than 100 Republican lawmakers implored President Trump to drop plans for stiff and sweeping steel and aluminum… https://t.co/mPdlD6h218
483,83,@nytimes,Thu Mar 08 05:05:02 +0000 2018,0.0,0.796,0.204,-0.3182,Italy’s Populist Surge May Delay End to Eurozone Stimulus https://t.co/XqALTkPuDu
484,84,@nytimes,Thu Mar 08 05:02:02 +0000 2018,0.0,1.0,0.0,0.0,President Trump's lawyer secretly obtained a restraining order last week to keep the porn star Stormy Daniels quiet… https://t.co/5Hz6RJu0NB
485,85,@nytimes,Thu Mar 08 04:47:04 +0000 2018,0.0,1.0,0.0,0.0,"RT @nytopinion: Mass incarceration is inextricably linked to mass undereducation in America. Yale, Princeton, Cornell, Georgetown, Wesleyan…"
486,86,@nytimes,Thu Mar 08 04:32:02 +0000 2018,0.0,1.0,0.0,0.0,The ground around San Francisco Bay is sinking to meet the rising sea https://t.co/3xqicxssMY
487,87,@nytimes,Thu Mar 08 04:17:05 +0000 2018,0.159,0.841,0.0,0.5574,"RT @NickKristof: ""President Trump, Here’s a teenage hero who stood up to a gunman. Now it's your turn."" My column https://t.co/AMnkU6EijU h…"
488,88,@nytimes,Thu Mar 08 04:02:03 +0000 2018,0.0,1.0,0.0,0.0,"Jared Kushner met with Mexico’s president, underscoring a shift in U.S. diplomacy https://t.co/mU0Pzs1LTZ"
489,89,@nytimes,Thu Mar 08 03:47:02 +0000 2018,0.0,1.0,0.0,0.0,"A ""modest experiment"" from Coca-Cola: a spiked, sparkly beverage for the Japanese market https://t.co/1MYCCJFdHs"
490,90,@nytimes,Thu Mar 08 03:32:03 +0000 2018,0.249,0.751,0.0,0.6486,The excavation of Rome’s newest subway line has been the gift that keeps on giving for archaeologists https://t.co/MnTxYvtozC
491,91,@nytimes,Thu Mar 08 03:17:03 +0000 2018,0.0,1.0,0.0,0.0,"RT @maggieNYT: W @peterbakernyt, Trump has always had teams of rival gangs but never cycled through staff so fast as he has since entering…"
492,92,@nytimes,Thu Mar 08 03:02:07 +0000 2018,0.195,0.805,0.0,0.4404,Attorney General Jeff Sessions targets California immigrants using a ruling that protected them https://t.co/gd9JgXzrNe
493,93,@nytimes,Thu Mar 08 02:47:03 +0000 2018,0.088,0.799,0.113,-0.1494,"RT @NYTNational: Florida lawmakers passed the most significant gun control legislation in decades, on the same day that the Stoneman Dougla…"
494,94,@nytimes,Thu Mar 08 02:32:03 +0000 2018,0.132,0.69,0.178,-0.2023,"Arizona State University suspended Lawrence Krauss, a prominent theoretical physicist, while the university investi… https://t.co/YsKEFZ9jg2"
495,95,@nytimes,Thu Mar 08 02:17:06 +0000 2018,0.135,0.865,0.0,0.3919,"There are 3 ways thundersnow can develop in the U.S., but it always brings the element of surprise https://t.co/IpNO31a2bq"
496,96,@nytimes,Thu Mar 08 02:02:05 +0000 2018,0.0,1.0,0.0,0.0,Evening Briefing: Here's what you need to know at the end of the day https://t.co/6tshloRUv9
497,97,@nytimes,Thu Mar 08 01:47:04 +0000 2018,0.147,0.853,0.0,0.4199,RT @rachelswarns: Are you a member of a family that adopted a child across racial and ethnic lines? We want to hear from you! Share your st…
498,98,@nytimes,Thu Mar 08 01:32:03 +0000 2018,0.071,0.802,0.127,-0.296,Ted Cruz launched his general re-election campaign by mocking his Democratic opponent for going by his childhood ni… https://t.co/oLtr84qwea
499,99,@nytimes,Thu Mar 08 01:17:03 +0000 2018,0.092,0.825,0.083,0.0516,"The U.S. will allow hunters to import big-game trophies, including elephant tusks and lion hides, acquired in certa… https://t.co/eJbAyHoHud"
